10000 100000
7044 5385 1000000
4519 8706 1000000
4419 8706 1000000
8698 9478 1000000
6208 8706 1000000
2435 7824 1000000
9074 4170 1000000
9483 7824 1000000
5655 4170 1000000
6945 3594 1000000
3375 8706 1000000
573 6890 1000000
5691 4170 1000000
2996 8706 1000000
1625 3594 1000000
2139 643 -215809
6990 5822 1000000
5489 9028 -217588
2484 9478 1000000
6776 4170 1000000
3650 9478 1000000
2959 6890 1000000
9554 6890 1000000
6112 5385 1000000
8209 4170 1000000
2812 5822 1000000
9523 5385 1000000
5847 9205 1000000
8919 7824 1000000
6364 5822 1000000
5173 5822 1000000
2431 9205 1000000
1232 6890 1000000
3306 8706 1000000
7165 3594 1000000
8397 6058 -213285
8356 8706 1000000
9408 9205 1000000
1517 8706 1000000
152 5822 1000000
7505 5822 1000000
3879 9205 1000000
860 8367 -215785
9718 7824 1000000
7256 9478 1000000
4869 5822 1000000
9221 7824 1000000
4919 9205 1000000
1052 6890 1000000
7950 3594 1000000
4738 5385 1000000
5501 9205 1000000
5773 9478 1000000
9084 8706 1000000
3886 9205 1000000
9531 6890 1000000
2865 5798 -214584
9555 5385 1000000
5269 8516 -211967
6648 3594 1000000
6682 9205 1000000
7430 6890 1000000
3494 5822 1000000
4540 3594 1000000
3538 1957 -213539
2003 4170 1000000
4418 7824 1000000
6522 6890 1000000
4922 9478 1000000
1911 4170 1000000
6742 9478 1000000
8087 9205 1000000
696 6890 1000000
1850 9745 -217437
7934 9478 1000000
8275 8706 1000000
3546 4170 1000000
7548 9478 1000000
2291 4170 1000000
3551 3594 1000000
8277 3594 1000000
8895 9205 1000000
2760 5822 1000000
5694 5822 1000000
3010 4250 -211649
6349 6890 1000000
9323 3594 1000000
1768 8706 1000000
7571 3594 1000000
4137 6890 1000000
8035 9478 1000000
7931 3594 1000000
3702 9478 1000000
3728 8706 1000000
7320 3594 1000000
8205 8706 1000000
7536 8706 1000000
9181 7824 1000000
5085 3594 1000000
5594 9205 1000000
8480 5385 1000000
7884 6890 1000000
3600 124 -216168
1402 5990 -210975
5262 3594 1000000
501 9478 1000000
7361 7824 1000000
7147 9205 1000000
6872 6890 1000000
9519 6890 1000000
4300 6890 1000000
7946 7824 1000000
8716 7824 1000000
2527 8706 1000000
8735 4170 1000000
7564 7824 1000000
7685 3594 1000000
485 4170 1000000
6952 3594 1000000
209 5385 1000000
7255 5822 1000000
5813 9478 1000000
3547 9478 1000000
6289 3594 1000000
753 6890 1000000
8798 9478 1000000
5017 3594 1000000
4368 9205 1000000
7885 2146 -210093
3592 2008 -215521
1263 5822 1000000
6758 5822 1000000
415 6890 1000000
5823 3594 1000000
5114 9205 1000000
9823 6890 1000000
5924 5822 1000000
2379 9205 1000000
9025 5385 1000000
2477 5385 1000000
4686 7824 1000000
9705 7824 1000000
5012 5822 1000000
4405 9205 1000000
8719 5385 1000000
5066 6793 -211091
6057 8706 1000000
126 6890 1000000
7205 6890 1000000
9631 9205 1000000
4877 5385 1000000
4285 6890 1000000
7143 3594 1000000
4958 5822 1000000
4606 9352 -211036
7945 5822 1000000
4158 5385 1000000
1746 4170 1000000
7101 5385 1000000
3952 5822 1000000
2058 5385 1000000
5569 3594 1000000
9545 3709 -219382
1139 8706 1000000
4992 8706 1000000
2123 6939 -213287
7872 5650 -215057
4633 7824 1000000
3096 5385 1000000
3698 4170 1000000
1735 1468 -216066
5972 6684 -211110
1153 5822 1000000
4833 4170 1000000
6470 5822 1000000
7297 8706 1000000
6230 4414 -215096
3532 3594 1000000
8873 5385 1000000
9182 9205 1000000
7676 4170 1000000
5284 2897 -213117
7382 5385 1000000
2374 8706 1000000
8302 6890 1000000
4642 8706 1000000
6394 9478 1000000
236 9478 1000000
3888 9202 -215014
9784 8706 1000000
5800 6890 1000000
8872 7824 1000000
3405 9205 1000000
8306 6890 1000000
8968 6890 1000000
1540 9205 1000000
3560 5385 1000000
6678 6890 1000000
9439 1140 -218303
3308 3594 1000000
211 3594 1000000
8825 3594 1000000
5168 6890 1000000
8995 3594 1000000
6050 7824 1000000
9788 4170 1000000
1533 6890 1000000
9062 5385 1000000
9860 4170 1000000
3355 6890 1000000
8861 5822 1000000
9233 5822 1000000
9481 9205 1000000
3989 8706 1000000
7884 4170 1000000
9728 3594 1000000
9123 5822 1000000
5855 9478 1000000
8892 8706 1000000
4817 5822 1000000
8569 9205 1000000
7826 8727 -215705
7865 6790 -212354
3336 7824 1000000
3185 9205 1000000
7859 5385 1000000
4596 9478 1000000
9530 4170 1000000
2432 9478 1000000
760 3574 -216264
7153 8706 1000000
1958 8706 1000000
4332 4170 1000000
4448 6890 1000000
8600 9205 1000000
5846 4170 1000000
3027 997 -211185
8199 4170 1000000
9355 6908 -219151
4943 8706 1000000
3266 4170 1000000
3762 9478 1000000
4313 3594 1000000
3195 6890 1000000
8492 9478 1000000
7589 3594 1000000
1639 3594 1000000
3415 6890 1000000
8501 6890 1000000
625 9478 1000000
2018 4170 1000000
955 9478 1000000
649 6890 1000000
1201 6890 1000000
8930 6890 1000000
2689 8706 1000000
9148 9478 1000000
5380 4170 1000000
5124 8706 1000000
1235 9478 1000000
2825 3594 1000000
2698 5822 1000000
9827 3594 1000000
4652 412 -218541
2790 5385 1000000
6440 5385 1000000
5962 6890 1000000
1174 9478 1000000
2564 9205 1000000
5138 4170 1000000
577 8706 1000000
18 3594 1000000
1088 4170 1000000
6485 4170 1000000
6826 5385 1000000
4229 5822 1000000
8937 5822 1000000
3314 6890 1000000
5826 8706 1000000
3307 7824 1000000
9729 1183 -210019
9745 7824 1000000
2379 3594 1000000
7673 7824 1000000
7601 8706 1000000
8773 3594 1000000
55 7824 1000000
1793 9205 1000000
561 4170 1000000
7440 5385 1000000
2261 6890 1000000
9862 3594 1000000
2532 9478 1000000
8626 9509 -216885
1121 5822 1000000
205 6890 1000000
9348 9205 1000000
4737 5385 1000000
3125 5822 1000000
395 7824 1000000
5305 4170 1000000
2573 9205 1000000
3375 9205 1000000
8178 4170 1000000
2426 9478 1000000
3211 4920 -215942
2629 7824 1000000
6992 9389 -214826
3678 3594 1000000
1876 5822 1000000
8993 8479 -215172
3545 8512 -215826
5057 8706 1000000
3036 6890 1000000
7918 8706 1000000
7425 5385 1000000
7313 4170 1000000
7792 3165 -213082
4958 6890 1000000
5805 3594 1000000
8632 4170 1000000
8457 8706 1000000
4634 6890 1000000
4581 4170 1000000
1803 1900 -218774
2494 8706 1000000
2065 9205 1000000
346 9478 1000000
7691 8706 1000000
5463 3594 1000000
4585 3594 1000000
2944 7824 1000000
4401 9478 1000000
6917 6890 1000000
8995 4170 1000000
851 9205 1000000
8761 5385 1000000
7470 9478 1000000
6681 7824 1000000
7313 9478 1000000
5760 8706 1000000
8094 8706 1000000
40 9396 -219309
4862 5822 1000000
9663 5385 1000000
2545 8706 1000000
9998 5822 1000000
5980 7824 1000000
1691 8706 1000000
1571 3594 1000000
2132 7824 1000000
4099 6890 1000000
5460 9478 1000000
8423 4170 1000000
5167 5822 1000000
4988 5822 1000000
9946 4170 1000000
6746 9478 1000000
3371 9478 1000000
6703 7824 1000000
9156 9478 1000000
7026 9205 1000000
3447 4170 1000000
7237 4170 1000000
9048 5822 1000000
5262 9205 1000000
3589 7824 1000000
7421 5385 1000000
4672 5822 1000000
7531 1431 -214868
9237 5385 1000000
8754 7824 1000000
9743 5385 1000000
9462 9205 1000000
3639 5822 1000000
2456 5822 1000000
1686 8706 1000000
9075 6933 -210289
6067 6890 1000000
701 5822 1000000
2825 1617 -218460
4574 5385 1000000
9871 9205 1000000
7480 6890 1000000
8187 9478 1000000
4408 8706 1000000
3910 9478 1000000
6569 7824 1000000
7430 5385 1000000
6713 8432 -209833
9369 4170 1000000
2279 6890 1000000
4029 9478 1000000
6203 5822 1000000
4618 8757 -216100
1742 9205 1000000
5467 4935 -216121
3188 8706 1000000
8061 3594 1000000
8902 7824 1000000
7923 9205 1000000
2575 6890 1000000
2042 4170 1000000
9525 6890 1000000
6064 9478 1000000
3913 4672 -218629
9939 7824 1000000
3009 3594 1000000
8500 8706 1000000
5013 4170 1000000
3573 5822 1000000
2586 5822 1000000
3446 9205 1000000
3520 3594 1000000
3659 4170 1000000
360 9478 1000000
6128 7824 1000000
2046 5385 1000000
2929 3594 1000000
5605 6890 1000000
2957 7824 1000000
9650 8706 1000000
8524 4170 1000000
5693 7824 1000000
6185 7824 1000000
3316 7824 1000000
2540 5385 1000000
3170 2365 -219200
6283 6890 1000000
4713 4170 1000000
8040 5822 1000000
4416 5822 1000000
6985 8285 -217252
6015 8706 1000000
8659 3594 1000000
5083 8706 1000000
5757 6890 1000000
427 9205 1000000
8952 9478 1000000
6326 7824 1000000
1181 7824 1000000
385 4170 1000000
8372 9478 1000000
852 5822 1000000
2658 4170 1000000
1376 5822 1000000
8921 8706 1000000
9468 8706 1000000
4863 9478 1000000
824 6150 -213212
2895 6890 1000000
5234 6890 1000000
9456 6890 1000000
2246 8706 1000000
8978 3594 1000000
7751 7824 1000000
3137 9382 -216091
5066 9478 1000000
4270 4170 1000000
8406 4170 1000000
2350 8706 1000000
4258 9205 1000000
4823 4170 1000000
242 3594 1000000
7490 9205 1000000
7150 8706 1000000
2388 9478 1000000
604 9478 1000000
1431 9205 1000000
9284 6890 1000000
3595 5822 1000000
2279 4406 -219252
8251 9205 1000000
4554 9478 1000000
1810 4643 -214210
4938 7824 1000000
1932 5590 -210314
7797 8706 1000000
8097 8706 1000000
308 5925 -219343
7886 5822 1000000
4414 5822 1000000
8900 6890 1000000
9962 6890 1000000
7710 8383 -219032
1577 6890 1000000
4329 5822 1000000
2927 3594 1000000
5200 9478 1000000
6741 9478 1000000
5489 3594 1000000
7643 8706 1000000
8500 6457 -214854
4770 5385 1000000
993 9205 1000000
1004 5385 1000000
5488 8706 1000000
6548 6890 1000000
4522 5822 1000000
5693 8644 -212839
1168 8706 1000000
1716 9205 1000000
5065 8706 1000000
7352 9478 1000000
938 809 -211826
2952 6890 1000000
5828 5385 1000000
2596 9205 1000000
2390 9205 1000000
5635 8706 1000000
7551 6890 1000000
1342 9478 1000000
1685 1974 -211726
2628 3594 1000000
5680 5563 -219038
1874 9478 1000000
5000 5385 1000000
822 3594 1000000
4839 8621 -212170
7750 8706 1000000
6694 4170 1000000
1503 4170 1000000
1810 6890 1000000
5870 6890 1000000
321 9478 1000000
8005 3594 1000000
3295 9205 1000000
6513 8706 1000000
3610 1301 -218792
9302 4170 1000000
5526 7824 1000000
7350 9478 1000000
4868 6890 1000000
9654 8706 1000000
7179 8706 1000000
5287 3594 1000000
1816 5822 1000000
1720 8706 1000000
5701 9205 1000000
238 5822 1000000
9585 5822 1000000
480 6890 1000000
6614 7824 1000000
4210 9478 1000000
1783 7824 1000000
8100 6890 1000000
4336 9205 1000000
7574 8706 1000000
2887 7824 1000000
6060 9478 1000000
2722 7824 1000000
8357 7824 1000000
9377 6890 1000000
1716 6890 1000000
7950 9478 1000000
7404 9205 1000000
4556 7824 1000000
5146 9205 1000000
1559 9478 1000000
3578 4170 1000000
3578 5822 1000000
1387 5385 1000000
781 5822 1000000
5955 8706 1000000
6968 8706 1000000
1876 4170 1000000
9001 5385 1000000
844 5481 -212641
146 7824 1000000
6056 7824 1000000
3447 9478 1000000
8722 7824 1000000
155 4170 1000000
702 5385 1000000
4352 7824 1000000
7790 5822 1000000
9335 3594 1000000
7984 9205 1000000
5011 6890 1000000
3625 7824 1000000
3210 4170 1000000
8529 3594 1000000
2655 7824 1000000
1725 9205 1000000
1451 5822 1000000
5605 9205 1000000
2363 4170 1000000
1949 7824 1000000
2478 4170 1000000
7886 5385 1000000
4782 4170 1000000
5937 5385 1000000
6993 6890 1000000
9446 9478 1000000
6529 9205 1000000
1639 8706 1000000
7402 5822 1000000
282 9478 1000000
3214 6890 1000000
2057 8728 -214196
6732 4170 1000000
485 6890 1000000
1331 5956 -216040
39 5822 1000000
67 8706 1000000
706 5385 1000000
4111 9205 1000000
7813 5385 1000000
9839 9478 1000000
5706 5385 1000000
7439 455 -216848
2230 8706 1000000
9207 3594 1000000
7168 9205 1000000
8539 3594 1000000
6225 9160 -218380
4958 3594 1000000
7265 9205 1000000
4583 7824 1000000
5428 7824 1000000
7205 1550 -210753
7989 5385 1000000
539 9478 1000000
3626 6890 1000000
6420 4170 1000000
2520 8706 1000000
7013 9097 -215117
1232 3860 -213159
8880 6876 -219248
4656 9205 1000000
7748 6890 1000000
6396 9205 1000000
9221 4170 1000000
6692 4170 1000000
735 5385 1000000
5430 6890 1000000
5747 8706 1000000
5492 3594 1000000
4838 9205 1000000
5264 9205 1000000
1458 3594 1000000
2501 5385 1000000
9887 9478 1000000
6941 4170 1000000
900 5385 1000000
8833 8706 1000000
3745 4170 1000000
2956 8706 1000000
4830 7824 1000000
9489 4170 1000000
1314 7824 1000000
1065 9478 1000000
1953 7824 1000000
3940 6890 1000000
47 5385 1000000
6667 9205 1000000
6679 6890 1000000
3597 2309 -216201
8994 9478 1000000
3720 3594 1000000
1317 2470 -211338
1516 9478 1000000
1818 9205 1000000
5702 5822 1000000
3167 8706 1000000
7441 4170 1000000
2900 5822 1000000
1644 4170 1000000
4079 7824 1000000
4917 5822 1000000
7373 5822 1000000
2455 5822 1000000
3228 9544 -210821
8815 4170 1000000
5637 7824 1000000
9455 8706 1000000
1741 6890 1000000
6582 3594 1000000
2763 8335 -217753
6224 9478 1000000
2524 3594 1000000
2834 8706 1000000
4205 5385 1000000
9828 9478 1000000
2884 5822 1000000
6919 4170 1000000
9646 3594 1000000
2680 4170 1000000
5081 6890 1000000
7231 3594 1000000
330 7824 1000000
8327 4170 1000000
9574 7824 1000000
7758 5822 1000000
7501 7824 1000000
5283 9205 1000000
4884 6712 -215303
1361 9205 1000000
645 4170 1000000
7260 9205 1000000
3053 4170 1000000
9609 5385 1000000
4643 8706 1000000
4093 9205 1000000
9133 7824 1000000
4451 8706 1000000
8507 5822 1000000
699 9478 1000000
797 6890 1000000
4204 5385 1000000
196 9478 1000000
7617 3594 1000000
4700 4170 1000000
4579 9597 -216270
1203 6890 1000000
1071 4170 1000000
3771 4170 1000000
5746 7824 1000000
3303 9478 1000000
3560 9205 1000000
5625 9478 1000000
6555 5385 1000000
6052 5385 1000000
6109 5822 1000000
4199 6890 1000000
1303 9205 1000000
8222 6890 1000000
2461 8706 1000000
4504 7824 1000000
7707 4170 1000000
4041 9478 1000000
3903 8706 1000000
5457 4170 1000000
8130 5822 1000000
9846 3594 1000000
4087 9205 1000000
2247 4170 1000000
2760 8706 1000000
9117 8706 1000000
753 9205 1000000
5945 7824 1000000
6273 5385 1000000
6608 5822 1000000
6794 9478 1000000
6390 7824 1000000
1698 9205 1000000
8915 4170 1000000
2095 5385 1000000
8218 5822 1000000
3462 4170 1000000
4733 5385 1000000
2235 3903 -216836
8143 4170 1000000
8385 9205 1000000
8940 5385 1000000
8053 3594 1000000
7674 2226 -214225
3168 9478 1000000
1620 6890 1000000
5642 9205 1000000
5295 8706 1000000
7086 3594 1000000
2177 5385 1000000
5374 5822 1000000
6118 3594 1000000
4389 3594 1000000
5807 8706 1000000
7840 5385 1000000
6335 9205 1000000
6324 6890 1000000
5797 3594 1000000
8574 6890 1000000
2067 9205 1000000
11 9205 1000000
5041 6890 1000000
526 6890 1000000
7599 5385 1000000
2563 5385 1000000
2409 8978 -216801
3569 6890 1000000
870 9205 1000000
2769 9205 1000000
5286 6890 1000000
7023 3594 1000000
7307 6890 1000000
5593 4170 1000000
4917 3594 1000000
5131 9205 1000000
1496 9478 1000000
3218 5822 1000000
8971 5385 1000000
9901 6490 -214754
5391 6756 -216037
2396 7824 1000000
6774 9205 1000000
9027 1653 -212726
1905 9478 1000000
8024 7824 1000000
1537 5822 1000000
1822 7824 1000000
7711 5385 1000000
7794 5822 1000000
3214 3021 -218172
9751 8706 1000000
5144 4170 1000000
8439 3594 1000000
7399 4170 1000000
3762 9272 -210385
6867 6890 1000000
1742 7824 1000000
6652 4170 1000000
7421 9478 1000000
3003 9205 1000000
8473 5385 1000000
714 4170 1000000
61 7824 1000000
7180 6890 1000000
4249 3594 1000000
4460 9478 1000000
2221 6890 1000000
8699 6890 1000000
2882 4170 1000000
1027 9478 1000000
2824 9205 1000000
153 9205 1000000
3885 4170 1000000
4658 8706 1000000
1822 6890 1000000
8766 6890 1000000
2144 8706 1000000
2301 9478 1000000
2769 6890 1000000
9486 9478 1000000
7882 8706 1000000
1191 7824 1000000
5429 6890 1000000
8495 7824 1000000
1131 9478 1000000
6224 4170 1000000
2342 5385 1000000
77 3594 1000000
5782 8706 1000000
6621 5385 1000000
4546 6890 1000000
6015 7824 1000000
1824 9205 1000000
7724 5385 1000000
8448 4170 1000000
29 9205 1000000
7304 3594 1000000
4384 5822 1000000
5619 7824 1000000
7474 5822 1000000
6431 3594 1000000
5736 9478 1000000
1068 5822 1000000
105 3594 1000000
3497 7824 1000000
4133 4948 -215027
5887 9205 1000000
6959 3594 1000000
1542 4219 -212698
5721 7824 1000000
7305 9205 1000000
9148 5822 1000000
279 6890 1000000
9465 6890 1000000
3224 3594 1000000
3101 3594 1000000
795 8706 1000000
8783 8706 1000000
5718 6890 1000000
2579 7075 -210577
945 9478 1000000
3844 137 -210341
8117 6890 1000000
4343 7824 1000000
2095 6890 1000000
2486 4170 1000000
8399 9478 1000000
5112 9205 1000000
6529 5822 1000000
4537 9205 1000000
7323 4170 1000000
8596 6890 1000000
8239 6890 1000000
8664 9205 1000000
1096 5822 1000000
9486 3594 1000000
7245 5822 1000000
6082 9591 -213167
934 5822 1000000
6318 516 -216098
7731 5822 1000000
8458 5822 1000000
3867 9205 1000000
2464 6890 1000000
164 9478 1000000
1975 7824 1000000
5541 5385 1000000
7379 3594 1000000
4300 7664 -219136
7613 6890 1000000
6347 4170 1000000
6387 9205 1000000
6817 6723 -213352
4278 9478 1000000
6888 8706 1000000
509 7254 -212384
6028 9478 1000000
577 2214 -210775
2840 8706 1000000
6407 6750 -211009
9849 6890 1000000
4890 6890 1000000
8882 3594 1000000
9593 4170 1000000
2510 8702 -213789
3986 3594 1000000
8146 9205 1000000
4714 7824 1000000
8676 5684 -210469
2654 9478 1000000
3774 3594 1000000
2929 5822 1000000
6117 3594 1000000
2039 5994 -211439
810 8706 1000000
9195 2077 -210149
4011 3594 1000000
7222 4170 1000000
9659 9205 1000000
7762 4170 1000000
1626 9205 1000000
2772 7824 1000000
8637 4170 1000000
4692 7824 1000000
487 9478 1000000
1254 9205 1000000
7024 7824 1000000
6547 5385 1000000
6069 9478 1000000
835 9205 1000000
2393 6890 1000000
4529 7824 1000000
3909 5822 1000000
7084 4170 1000000
8722 6890 1000000
942 3594 1000000
5663 4170 1000000
5272 5822 1000000
2169 5822 1000000
1718 9205 1000000
8096 6890 1000000
3994 5385 1000000
8461 3594 1000000
174 6922 -214768
1079 3594 1000000
4833 3594 1000000
1587 4170 1000000
1916 8706 1000000
636 9205 1000000
2926 9205 1000000
2045 9661 -214413
2135 5311 -218356
6857 3594 1000000
6326 8706 1000000
3550 3594 1000000
3664 4170 1000000
1453 9478 1000000
7431 5385 1000000
8568 7824 1000000
6091 6890 1000000
680 5803 -217715
8666 4170 1000000
8167 7824 1000000
9019 9478 1000000
2084 9364 -218845
3079 9478 1000000
9582 6890 1000000
4523 8706 1000000
7018 8706 1000000
3837 4786 -215122
7630 3594 1000000
8351 6890 1000000
5105 3594 1000000
1694 2789 -209960
6898 9478 1000000
2041 6890 1000000
3776 5822 1000000
9977 4170 1000000
278 9478 1000000
2231 8706 1000000
6183 8706 1000000
211 5822 1000000
3835 9377 -218637
7651 9478 1000000
2595 8706 1000000
6290 5822 1000000
3849 5385 1000000
5301 6890 1000000
4952 8706 1000000
981 6090 -214007
1971 5822 1000000
3382 3594 1000000
6199 4170 1000000
3733 5385 1000000
9385 8706 1000000
5672 5822 1000000
5676 3594 1000000
6757 5822 1000000
5647 9205 1000000
1009 9205 1000000
3395 8706 1000000
7026 7824 1000000
4758 9205 1000000
295 9158 -213294
9476 5822 1000000
6124 5385 1000000
8807 7824 1000000
2475 3594 1000000
5870 5385 1000000
8778 5822 1000000
2919 7824 1000000
8562 5822 1000000
6069 5385 1000000
5905 5385 1000000
9799 5822 1000000
5778 9402 -209938
1003 3594 1000000
9180 4170 1000000
8948 7824 1000000
1069 9205 1000000
3033 732 -215668
5237 5822 1000000
4985 2038 -213524
6761 6890 1000000
9132 9055 -216729
7778 5385 1000000
552 6890 1000000
2977 5822 1000000
3849 9478 1000000
2255 9478 1000000
682 3594 1000000
1367 3594 1000000
790 9205 1000000
2081 4170 1000000
5648 9205 1000000
3734 6890 1000000
2613 5385 1000000
7546 5822 1000000
3965 5822 1000000
2180 6890 1000000
6864 6890 1000000
5971 8706 1000000
7983 9205 1000000
1875 7824 1000000
8230 5385 1000000
5126 4170 1000000
3439 4170 1000000
1989 6890 1000000
4903 4608 -218269
8886 7824 1000000
8716 3594 1000000
9645 7824 1000000
467 5822 1000000
9321 9478 1000000
3669 7824 1000000
6904 6890 1000000
1010 5385 1000000
8196 5822 1000000
1254 2438 -212251
9747 6890 1000000
3866 9478 1000000
4601 5822 1000000
1503 5385 1000000
3408 8706 1000000
3787 7558 -211305
8552 3767 -218272
4886 5822 1000000
978 8706 1000000
6237 6890 1000000
3012 3594 1000000
4229 4170 1000000
870 4170 1000000
8554 9205 1000000
8373 9205 1000000
1103 7824 1000000
9523 3033 -215667
5634 7824 1000000
4571 7824 1000000
9929 6890 1000000
5653 8706 1000000
2955 5822 1000000
6850 5385 1000000
7808 3594 1000000
9343 4170 1000000
451 9773 -213379
4164 9478 1000000
2062 3594 1000000
5369 3594 1000000
